x,y,class_id,class_name,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
655538.802723283,5586846.711029145,10,Forest,0.06366563720703125,0.07892283325195312,0.10957877197265625,0.1512764892578125,0.2176424560546875,0.2382693359375,0.2437946533203125,0.2689941650390625,0.256576416015625,0.17003363037109376
650604.1248882622,5591794.2106168615,10,Forest,0.09191781616210938,0.09689395751953125,0.495700439453125,0.4710208984375,0.512019189453125,0.54021884765625,0.427448876953125,0.554161083984375,0.463180419921875,0.44653056640625
648277.847317721,5592636.944760115,10,Forest,0.041662673950195316,0.06121559448242188,0.2746866943359375,0.3114514404296875,0.422811962890625,0.45598525390625,0.443459033203125,0.480325048828125,0.3486989501953125,0.267832177734375
645337.4862919047,5578823.28184205,10,Forest,0.0295613037109375,0.06037962036132812,0.0301839111328125,0.12611348876953124,0.373569287109375,0.45547021484375,0.39235625,0.488373779296875,0.20261878662109375,0.09401962280273438
647812.2825572843,5587496.328168753,10,Forest,0.06586395874023437,0.08364690551757813,0.08941061401367187,0.132724755859375,0.2137517822265625,0.2430014892578125,0.2617231201171875,0.2729710693359375,0.2125517333984375,0.13029462890625
648176.370772661,5575545.518721787,10,Forest,0.042021142578125,0.07616029663085938,0.050836962890625,0.13078692626953126,0.3258000244140625,0.3820405517578125,0.424814990234375,0.413327001953125,0.215276611328125,0.11726229248046875
662157.7399082135,5582594.643559056,10,Forest,0.03268159790039062,0.05173253173828125,0.03396995544433594,0.07738814697265625,0.18984443359375,0.222199169921875,0.2225428466796875,0.2352505126953125,0.09518798828125,0.052451556396484376
661422.7048840394,5571870.907717581,10,Forest,0.026527154541015625,0.043400927734375,0.036223654174804686,0.07359781494140626,0.18661158447265624,0.221803515625,0.1931609619140625,0.2469020263671875,0.11138138427734375,0.06689774169921875
650673.0617475726,5590831.842888407,10,Forest,0.033621435546875,0.0382260986328125,0.463696826171875,0.5634,0.645,0.7091,0.3935596435546875,0.7536,0.5437,0.5559
655995.4077360868,5594640.166404458,10,Forest,0.049262069702148435,0.0680778076171875,0.2194721435546875,0.2785,0.3424,0.3593,0.277041796875,0.3993,0.326,0.2718
647360.2958649978,5571795.452638493,10,Forest,0.0388775390625,0.05243892822265625,0.03742255859375,0.07049287719726563,0.1769109375,0.212795361328125,0.218172998046875,0.2263864013671875,0.113556298828125,0.060361968994140626
653872.3148681474,5586491.88077413,10,Forest,0.336293017578125,0.3263796630859375,0.06846348876953125,0.11016324462890625,0.2080819091796875,0.2401696044921875,0.213311376953125,0.2606807373046875,0.17085765380859375,0.105439892578125
